DATE ,PRCP,TEMP
,FALSE,FALSE
2024-01-18 00:40:10,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:15,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:20,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:25,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:30,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:35,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:40,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:45,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:50,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:40:55,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:00,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:05,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:10,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:15,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:20,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:25,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:30,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:35,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:40,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:45,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:50,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:41:55,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:00,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:05,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:10,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:15,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:20,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:25,1,25.3
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:30,1,25.2
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:42:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:20,1,24.8
,FALSE,FALSE
,1,24.8
2024-01-18 00:43:25,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:43:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:44:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:45:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:46:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:30,1,24.8
,FALSE,FALSE
,FALSE,24.8
2024-01-18 00:47:35,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:47:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:48:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:50,1,24.7
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:49:55,1,24.6
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:00,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:05,1,24.7
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:50:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:51:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:50,1,24.6
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:52:55,1,24.6
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:00,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:05,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:10,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:15,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:20,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:25,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:30,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:35,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:40,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:45,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:50,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:53:55,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:00,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:05,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:10,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:15,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:20,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:25,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:30,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:35,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:40,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:45,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:50,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:54:55,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:00,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:05,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:10,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:15,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:20,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:25,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:30,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:35,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:40,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:45,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:50,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:55:55,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:00,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:05,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:10,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:15,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:20,1,24.7
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:56:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:57:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:58:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 00:59:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:25,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:30,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:00:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:25,1,24.8
,FALSE,FALSE
,FALSE,24.8
2024-01-18 01:01:30,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:35,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:40,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:45,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:50,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:01:55,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:00,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:05,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:10,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:15,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:20,1,24.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:25,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:30,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:35,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:40,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:45,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:50,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:02:55,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:00,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:05,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:10,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:15,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:20,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:25,1,24.5
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:03:30,1,24.5
